trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
289,False,"{'a': 0.01, 'e': 0.05557621261148306}",30,5,25.09664059809598,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",1
290,False,"{'a': 0.01, 'e': 0.05502322005640723}",30,14,2.5204754705688965,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
291,False,"{'a': 0.01, 'e': 0.05447572986918986}",25,14,18.51891525405316,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.01, 'e': 0.05393368730035602}",35,18,8.98814526230887,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
293,False,"{'a': 0.01, 'e': 0.053397038145197084}",20,5,22.658771129937957,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.01, 'e': 0.05286572873835037}",35,13,36.476559026884836,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.01, 'e': 0.05233970594843238}",25,17,13.67201101901,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.01, 'e': 0.05181891717272583}",20,0,29.26589001306843,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
297,False,"{'a': 0.01, 'e': 0.05130331033191911}",30,12,29.923361800990897,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.01, 'e': 0.0507928338648985}",35,20,-17.7434991486828,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
299,False,"{'a': 0.01, 'e': 0.050287436723591865}",20,11,-23.507831999606314,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
300,False,"{'a': 0.01, 'e': 0.049787068367863944}",25,0,29.795952471209297,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
301,False,"{'a': 0.01, 'e': 0.04929167876046215}",25,0,-27.964089775412965,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
302,False,"{'a': 0.01, 'e': 0.04880121836201296}",20,10,15.318785616174797,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.01, 'e': 0.04831563812606777}",25,2,29.20962286106576,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.01, 'e': 0.04783488949419837}",25,9,28.676282361803157,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.01, 'e': 0.04735892439114091}",25,14,20.907435353807454,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.01, 'e': 0.046887695219988486}",20,1,29.788078254148044,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.01, 'e': 0.04642115485743125}",30,17,25.416226765432384,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.01, 'e': 0.045959256649044204}",30,18,19.524876628376425,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.01, 'e': 0.04550195440462157}",20,4,24.157570570837926,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.01, 'e': 0.0450492023935578}",25,0,34.800798571113724,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
311,False,"{'a': 0.01, 'e': 0.044600955340274535}",20,0,27.063640414507073,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
312,False,"{'a': 0.01, 'e': 0.04415716841969286}",20,2,26.887451924109406,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.01, 'e': 0.04371779725275094}",30,13,17.057487072971977,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
314,False,"{'a': 0.01, 'e': 0.043282797901965896}",20,16,9.149398590415023,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.01, 'e': 0.04285212686704019}",20,7,9.007083012255507,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
316,False,"{'a': 0.01, 'e': 0.042425741080511385}",35,9,22.073922213865096,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
317,False,"{'a': 0.01, 'e': 0.04200359790344555}",20,6,27.22162467057531,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.01, 'e': 0.04158565512117316}",30,22,14.497667217508079,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.01, 'e': 0.04117187093906774}",30,11,31.852119395167534,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.01, 'e': 0.04076220397836621}",20,0,12.572933102667335,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
321,False,"{'a': 0.01, 'e': 0.04035661327203115}",20,12,14.021711769884604,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.01, 'e': 0.039955058260653896}",25,0,36.47211536243372,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
323,False,"{'a': 0.01, 'e': 0.039557498788398725}",20,5,26.273430988990363,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.01, 'e': 0.039163895098987066}",20,14,11.562751556314737,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.01, 'e': 0.03877420783172201}",20,4,6.3495235580948135,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
326,False,"{'a': 0.01, 'e': 0.038388398017552054}",25,5,33.89444409677891,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.01, 'e': 0.038006427075174314}",30,12,26.387017751733882,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.01, 'e': 0.0376282568071762}",35,15,31.916420915047098,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.01, 'e': 0.03725384939621581}",30,0,44.639759649136984,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
330,False,"{'a': 0.01, 'e': 0.036883167401239994}",25,11,12.422180257758525,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
331,False,"{'a': 0.01, 'e': 0.0365161737537404}",20,13,15.96800874018216,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.01, 'e': 0.03615283175404641}",25,0,38.377793293424496,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
333,False,"{'a': 0.01, 'e': 0.0357931050676553}",25,3,25.40234619077621,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.01, 'e': 0.03543695772159864}",25,6,21.725608377487085,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
335,False,"{'a': 0.01, 'e': 0.035084354100845025}",25,5,28.61124510291453,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.01, 'e': 0.03473525894473856}",20,13,13.429083605953945,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.01, 'e': 0.03438963734347271}",25,15,7.4348122341122895,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.01, 'e': 0.034047454734599344}",25,8,23.412049801248358,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.01, 'e': 0.033708676899572396}",30,15,27.713124452023234,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.01, 'e': 0.03337326996032608}",30,16,22.168959024049435,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.01, 'e': 0.03304120037588693}",25,7,33.64737306197272,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.01, 'e': 0.03271243493901982}",20,7,22.96472432128275,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.01, 'e': 0.03238694077290704}",20,8,-2.2450386399630666,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
344,False,"{'a': 0.01, 'e': 0.03206468532786077}",20,11,15.275285944802146,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.01, 'e': 0.03174563637806794}",20,13,11.587154081075768,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.01, 'e': 0.03142976201836771}",20,0,30.672206513029323,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
347,False,"{'a': 0.01, 'e': 0.03111703066106086}",25,0,30.330690411439594,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
348,False,"{'a': 0.01, 'e': 0.030807411032751076}",20,0,23.918915883570964,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
349,False,"{'a': 0.01, 'e': 0.030500872171217483}",20,12,14.232074760332182,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.01, 'e': 0.0301973834223185}",25,17,12.70152174312445,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.01, 'e': 0.029896914436926308}",30,12,25.042985816655612,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.01, 'e': 0.029599435167892}",20,8,16.441030079817864,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.01, 'e': 0.029304915867040746}",20,15,8.848888028162968,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.01, 'e': 0.029013327082197053}",20,1,25.42047619515534,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.01, 'e': 0.028724639654239423}",30,14,29.46494504661881,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.01, 'e': 0.028438824714184505}",20,8,20.125610058534633,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.01, 'e': 0.028155853680300096}",20,0,6.363455383618502,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
358,False,"{'a': 0.01, 'e': 0.027875698255247015}",30,16,24.823895807291017,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.01, 'e': 0.027598330423249287}",25,0,35.688363871331696,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
360,False,"{'a': 0.01, 'e': 0.02732372244729256}",20,10,14.596046423435595,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.01, 'e': 0.027051846866350416}",25,8,32.46246215547342,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.01, 'e': 0.026782676492638175}",30,0,37.658751508195564,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.01, 'e': 0.02651618440889418}",25,0,30.574638809795896,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
364,False,"{'a': 0.01, 'e': 0.02625234396568796}",25,17,16.65115010140071,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.01, 'e': 0.025991128778755347}",25,19,9.30515448699467,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.01, 'e': 0.02573251272635994}",25,2,33.09675105805899,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.01, 'e': 0.025476469946681016}",20,2,27.99740025977943,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.01, 'e': 0.025222974835227212}",20,0,23.139918564239238,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
369,False,"{'a': 0.01, 'e': 0.024972002042276155}",25,11,21.628066807533713,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
370,False,"{'a': 0.01, 'e': 0.024723526470339388}",35,20,25.379213760623166,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.01, 'e': 0.02447752327165267}",20,8,18.01253965416996,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.01, 'e': 0.024233967845691113}",20,0,29.700785606374176,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
373,False,"{'a': 0.01, 'e': 0.023992835836709175}",20,0,23.637048797297233,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
374,False,"{'a': 0.01, 'e': 0.023754103131304997}",35,0,48.41889557427731,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.01, 'e': 0.023517745856009107}",25,1,37.05964330347753,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.01, 'e': 0.023283740374897}",25,20,8.32431617959772,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.01, 'e': 0.02305206328722557}",25,13,14.686656673922657,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.01, 'e': 0.02282269142509297}",25,12,20.347665693708837,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.01, 'e': 0.022595601851121864}",20,13,13.519145636016981,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.01, 'e': 0.02237077185616559}",25,0,29.562259175068025,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
381,False,"{'a': 0.01, 'e': 0.022148178957037315}",30,17,17.18741825493923,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.01, 'e': 0.02192780089426161}",25,0,-9.07986574997755,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
383,False,"{'a': 0.01, 'e': 0.02170961562984857}",20,0,24.352546059848397,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
384,False,"{'a': 0.01, 'e': 0.021493601345089923}",20,0,28.965675557745914,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
385,False,"{'a': 0.01, 'e': 0.02127973643837717}",30,20,21.62910653332146,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.01, 'e': 0.021067999523041434}",25,13,15.309667338849735,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.01, 'e': 0.02085836942521472}",20,7,24.573732229502063,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.01, 'e': 0.020650825181712566}",20,8,23.19988910432269,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.01, 'e': 0.020445346037937653}",30,24,11.443768011120815,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.01, 'e': 0.02024191144580439}",30,17,23.185271761476912,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.01, 'e': 0.020040501061684014}",25,0,22.624384222835577,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
